module-method	module-index	orig-pval	revised-pvalue	num-targets	num-regulators	regulator-names	target-names	num-samples	num-genes	num-class1	num-class2
VBSR 1	78	0.0396	0.0709	37	2	BATF2, ZEB2	GALM, CAPG, PSMB8, IFIT3, IL18, MLKL, VMO1, EPB41L3, CASP1, GALNT6, PSMB10, LGALS9, CCL3, SIRPA, HLA-DQB1, HLA-DOA, AKR1C3, PLAU, DRAM1, CLEC2B, CTSC, OLR1, LGALS3, CCL8, CCL4L2, ADA, IFNAR2, ARHGDIB, HLA-DRB5, SAMD9L, RARRES3, WARS, ICAM1, BST2, APOL1, APOL3, APOL2	35	39	20	15
VBSR 1	175	0.0693	0.0739	32	2	SPI1, ELK3	TNFRSF1B, IFITM2, TRIM22, CD4, ISG20, CD68, CNN2, FXYD5, EMP3, TYROBP, APOBEC3C, SIRPA, RENBP, LAPTM5, GIMAP4, GIMAP1, KCTD12, ABI3, SH3BGRL, PLEKHO2, TRPV2, FCGRT, ACP5, SH3KBP1, UPP1, GPR183, GADD45B, STAB1, ARHGDIB, SCARF1, RASA3, MAPRE2	35	34	20	15
VBSR 1	10	0.0891	0.0891	20	2	ZEB2, VEZF1	FAM161B, CNIH2, KPNA6, GSK3B, SLC39A7, BTBD9, RGP1, TSTD2, STK35, RFFL, CSNK2A1, CBFA2T2, ACLY, MAP3K9, NPEPPS, KRBA2, TTI1, CAPRIN1, TRIM37, MYEF2	35	22	20	15
VBSR 1	94	0.0891	0.0891	19	2	GLI1, VEZF1	CHAMP1, TRIM25, MTMR1, KPNA6, UBXN2B, RGP1, RFFL, SMCR8, TEX2, MAP3K9, NUP205, RBBP5, USP37, AVL9, NPEPPS, TANC2, KLHL11, TRIM37, MSI2	35	21	20	15
VBSR 1	136	0.0891	0.0891	22	2	NR1H3, ZNF664	ACVR1B, CLCN4, TMEM164, CS, LDOC1L, BSDC1, TGFBRAP1, UBE2H, ATXN7L3B, UNC119B, SRSF9, DDI2, SMCR8, CSNK2A1, SUDS3, RNF144A, RPL3, NAF1, NUP155, AVL9, NPEPPS, AFG3L2	35	24	20	15
VBSR 1	150	0.0891	0.0891	27	2	BATF2, ELK3	C1QA, C1QC, C1QB, GALM, TREM2, OASL, VMO1, EPB41L3, CCL18, SIGLEC8, RAB42, ADORA3, LY96, NNMT, VSIG4, CRIP1, APOE, DRAM1, CCL8, LAP3, CXCL9, ICAM1, BST2, IL4I1, APOL1, APOL2, EBI3	35	29	20	15
VBSR 1	187	0.0891	0.0891	18	1	BATF2	GALM, OASL, IFI27, HS3ST2, VMO1, EPB41L3, BIRC7, TMEM102, CCL18, RAB42, HMGN5, IFI44L, IFI44, CXCL9, BST2, IL4I1, SCNN1A, WFDC2	35	19	20	15
VBSR 1	190	0.0891	0.0891	59	3	SPI1, ELK3, NFIC	C1QA, FCGR3A, DOK1, FCHSD2, HMOX1, CASP4, CD40, S100A4, VAMP5, FAM212A, RASSF1, CSF1R, LY86, MSR1, CMKLR1, RNASE6, IFI27L2, MILR1, ICAM2, GMFG, VSIG4, MS4A4A, MS4A7, MS4A6A, CD163, C3AR1, LPAR6, ADAP2, GNGT2, MDFIC, FGL2, HGF, PPP3CC, OSTF1, C10orf128, CLEC2B, RCBTB2, IGSF6, MYL12A, SAMSN1, TLR7, TMSB4X, GPR34, CYSLTR1, ITM2A, CLIC2, MPEG1, CTSC, CLEC4A, RNASEH2B, EVI2A, SLFN11, CCL3L3, ACTR3, LMO2, OAT, GNG2, PRR5L, B2M	35	62	20	15
VBSR 1	212	0.0891	0.0891	32	2	ELK3, NFIC	GSTP1, CD40, ADORA3, VAMP5, FAM212A, ADPRH, MSR1, PAPSS2, NNMT, CMKLR1, IFI27L2, ARMCX1, VSIG4, TAX1BP3, FPR3, LGALS1, LEPR, SELE, MDFIC, HGF, PPP3CC, MRC1, C10orf128, LIPA, CLEC2B, TMSB4X, GPR34, ITM2A, CTSC, OAT, PDK4, CPXM1	35	34	20	15
VBSR 1	51	0.0693	0.0969	31	3	ZNF629, ZNF770, SSRP1	PSIP1, SLC38A1, LSM14A, RAB11FIP4, RTN3, HNRNPUL2, CBX1, PATL1, KPNB1, HDGF, NCL, RNF168, NUP205, ANP32A, TAF15, NARS, HIRA, DDX3X, DKC1, HNRNPA1, HSP90AA1, HNRNPM, MNS1, PSMD11, SMURF2, KHDRBS1, WASF1, CCT6A, HMGB3, CBX2, CCT8	35	34	20	15
VBSR 1	2	0.099	0.099	30	1	ZNF664	APOL4, BACE1, SHISA2, RGAG4, ACVR1B, BCL7A, DNAJC14, SLC7A1, LEO1, DCAF7, MRFAP1, HGSNAT, ATXN7L3B, FEM1A, UNC119B, SRSF9, MED14, SUDS3, CBX1, PHF13, RNF144A, PLCXD3, TXNDC5, RPL3, OTUD7B, NOLC1, NARS, HNRNPA1, APEX1, ULK2	35	31	20	15
VBSR 1	61	0.099	0.099	50	1	NKX2-1	RAB39A, PRPH, LRTM2, FAIM2, RAB15, FAM57B, MGAT5B, APLP1, MAP7D2, MARCH11, SRRM3, CACNA1B, INA, CRTAC1, SLC36A4, NOVA1, TMEM179, RUNDC3A, SEZ6, CELF4, TMEM145, UNC13A, PCBP3, RIMBP2, ATP8A2, SHISA2, CHGA, SCG3, AP3B2, KCNH6, MAST1, CHST8, CHGB, SNAP25, STMN3, SYN1, FSTL4, RPS6KL1, CDK5R2, GGT7, PSD, TMEM63C, SCG5, DISP2, TUBB3, IL17RB, CDH24, PI15, PTTG1IP, NPLOC4	35	51	20	15
VBSR 1	80	0.099	0.099	57	2	ZNF664, NF1	MGAT5, DCAF16, HSPA1B, KIAA1147, ACVR1B, DNAJC14, LEO1, DCAF7, EIF4B, CBX5, CS, SOCS7, USP22, LDOC1L, FNBP1L, RBM15B, TBC1D5, BTBD9, PRPF19, GANAB, ATXN7L3B, MLEC, FEM1A, STK35, SRSF9, PSME3, RLIM, INO80D, SMCR8, TEX2, CSNK2A1, SUDS3, RNF144A, RPL3, NOLC1, TOB2, KPNB1, NARS, KITLG, RCOR1, HSP90AA1, MED1, KDM1A, PUM1, FUBP1, PKP4, USP37, NUP155, TMED8, NPEPPS, TSR1, PRR14L, ZNF704, IFT81, RBMX, MYEF2, MSI2	35	59	20	15
VBSR 1	97	0.099	0.099	39	1	ZNF664	SLC38A1, IFFO2, ACVR1B, BCL7A, DNAJC14, NT5DC3, SLC7A1, LEO1, SLC23A2, TMEM164, ZMYM3, CS, CTDSP2, MRFAP1, HGSNAT, TULP3, ATXN7L3B, ABHD2, FEM1A, UBE2G2, PGPEP1, MED14, SUDS3, RNF144A, PLCXD3, TXNDC5, EIF3CL, RPL3, OTUD3, OTUD7B, NOLC1, FARP1, LUC7L2, NARS, CCNJ, RASL10B, MYEF2, ULK2, HMGN1	35	40	20	15
VBSR 1	125	0.099	0.099	26	2	SMARCC1, ZNF770	SLC38A1, MGAT5, CCNK, SOCS7, LSM14A, UBXN2B, PWP2, HNRNPF, NOLC1, KPNB1, MFAP1, ANP32A, DKC1, HNRNPA1, PTPN11, MED1, NEK4, TMED8, TSR1, KHDRBS1, CCT7, IFT81, HMGB3, APEX1, ULK2, CCT8	35	28	20	15
VBSR 1	133	0.099	0.099	15	2	TBX1, ZNF629	TUB, CHAMP1, WBP11, NBR1, POLDIP3, SLC39A7, RGP1, GPR107, CSTF2T, PRPF19, DYNLL2, UBFD1, PSME3, WDR31, AP2B1	35	17	20	15
VBSR 1	168	0.099	0.099	19	2	SPI1, BCL6B	EMP3, GPX7, RNASE1, C17orf49, SPHK1, ICAM2, RAB31, BAX, ACP5, CYTL1, STARD8, SCARF1, PECAM1, CNRIP1, SPNS2, CPNE2, ITGA5, NCAM1, TRAM2	35	21	20	15
VBSR 1	180	0.099	0.099	22	1	ELK3	TCN2, ADPRH, NNMT, LGMN, WISP2, ARMCX1, SLCO2B1, FPR3, PLTP, SELE, FABP4, LIPA, LYVE1, ITM2B, PDK4, TSPAN7, SGK1, NOSTRIN, THBS1, CYP26B1, FEZ1, AKT3	35	23	20	15
VBSR 1	202	0.099	0.099	32	2	SPI1, BCL6B	TREM2, IFITM2, FXYD5, EMP3, FTL, DAB2, PDLIM2, RNASE1, CMTM3, NTAN1, C17orf49, ABI3, SPHK1, ICAM2, RAB31, BAX, DERL3, ACP5, CYTL1, LMO2, STARD8, SCARF1, PECAM1, CNRIP1, SPNS2, CPNE2, RASGRP3, ITGA5, FEZ1, RGAG4, TUBA1A, NCAM1	35	34	20	15
VBSR 1	82	0.0594	0.103	16	1	IRF8	HLA-DQA2, SAMHD1, PPP3CC, FAS, TRAFD1, GPR183, IFNAR2, CD44, PSME1, ZFP36L2, TNIK, ABCA5, WFDC2, ANO9, TERF2IP, HECA	35	17	20	15
VBSR 1	59	0.0594	0.105	17	2	ELK3, NFIC	FAM212A, MSR1, CMKLR1, IFI27L2, ICAM2, DNAJC15, GNGT2, FPR3, LEPR, MDFIC, HGF, MRC1, LIPA, GPR34, ITM2A, CLIC2, PDK4	35	19	20	15
VBSR 1	90	0.109	0.109	28	2	SPI1, BCL6B	HMOX1, VAMP5, FAM212A, CMTM3, C17orf49, ABI3, SPHK1, BAX, DERL3, FOLR2, DNAJC15, ADAP2, GNGT2, ACP5, CPNE5, PDE1B, STAB1, CYTL1, LMO2, STARD8, SCARF1, PECAM1, SPNS2, CPNE2, RASGRP3, CPXM1, ITGA5, NCAM1	35	30	20	15
VBSR 1	98	0.109	0.109	34	2	SPI1, BATF2	CHI3L1, CAPG, CMTM7, MYD88, BTN3A3, PSMB8, TBC1D2, IFIT3, ALDH3B1, CARD16, IL18, OASL, LILRB4, PLAUR, BIRC7, SIGLEC1, CECR1, SLC15A3, GALNT6, HAPLN3, PSMB10, LGALS9, CCL18, IFI30, FTL, SLC17A9, RAB42, CTSZ, HLA-DOA, OLR1, WARS, IL4I1, APOL2, KRT20	35	36	20	15
VBSR 1	118	0.109	0.109	32	2	ZEB2, EP300	TREM2, VMO1, TCN2, VAMP5, FAM212A, SUSD5, PDLIM2, PAPSS2, NNMT, KCTD12, IFI27L2, CMTM3, SPHK1, ICAM2, ARMCX1, TSPAN4, FOLR2, CRIP1, ACP5, RBP7, GLRX, ST6GALNAC6, ISCU, CNRIP1, SPNS2, TSPAN7, CPXM1, FEZ1, TUBA1A, CDH2, DBNDD2, NCAM1	35	34	20	15
VBSR 1	135	0.119	0.119	37	1	ELK3	TCN2, CD40, VAMP5, FAM212A, SUSD5, RNASE1, CCL14, WISP2, ARMCX1, TSPAN4, SLCO2B1, TAX1BP3, FPR3, PLTP, LEPR, SELE, HGF, LIPA, LYVE1, GPR34, STARD8, PDK4, TSPAN7, SGK1, NOSTRIN, THBS1, CYP26B1, FEZ1, NYNRIN, CRTAC1, PCP4, UCHL1, DOK6, DBNDD2, STRA6, CUEDC1, AKT3	35	38	20	15
VBSR 1	140	0.119	0.119	18	1	BATF2	GALM, OASL, IFI27, HS3ST2, VMO1, BIRC7, GALNT6, TMEM102, CCL18, RAB42, ADPRH, LGMN, CCL8, HMGN5, IFI44L, WARS, KRT20, HSPA2	35	19	20	15
VBSR 1	205	0.119	0.119	34	2	BATF2, ZEB2	GALM, BTN3A3, PSMB8, IFIT3, OASL, IFI27, EPB41L3, BIRC7, GALNT6, HAPLN3, PSMB10, LGALS9, CCL18, RAB42, CRIP1, HLA-DQB1, HLA-DOA, DRAM1, CCL8, SCPEP1, GBP4, LAP3, CXCL9, RARRES3, WARS, IL18BP, VWA5A, ICAM1, BST2, IL4I1, APOL1, APOL3, APOL2, EBI3	35	36	20	15
VBSR 1	170	0.129	0.129	39	2	SPI1, RFX1	FCGR3A, DOK1, CCRL2, ISG20, ANPEP, CD68, TYROBP, LAIR1, HMOX1, SLC7A7, IFI30, LAPTM5, NAGK, RASSF1, LY86, GLIPR2, RNASE6, IL21R, MILR1, GMFG, MS4A4A, MS4A7, FOLR2, MS4A6A, C3AR1, DNAJC15, SEMA7A, TRPV2, OSTF1, CD33, LILRB5, MPEG1, CLEC4A, LGALS3, CETP, EVI2A, SIGLEC7, SLC37A2, CDH2	35	41	20	15
VBSR 1	56	0.139	0.139	19	1	ZBTB12	NNAT, REEP2, EPHA7, PCP4, BEX1, SYP, CACNB3, SH3BP5L, C22orf46, TULP3, UBE2G2, RANGAP1, EIF3CL, FARP1, EIF2D, KIAA1324L, PLCB4, TRAF3IP1, IFT81	35	20	20	15
VBSR 1	69	0.139	0.139	30	2	SPI1, BATF2	EFHD2, CHI3L1, CMTM7, MYD88, CCRL2, TBC1D2, ALDH3B1, CARD16, OASL, ISG20, CCL4, PLAUR, BIRC7, SIGLEC1, SLC15A3, BCL2A1, HAPLN3, CCL18, IFI30, FTL, SIGLEC8, TMEM150B, SLC17A9, RAB42, CRIP1, CTSZ, P2RX7, IL18BP, IL4I1, KRT20	35	32	20	15
VBSR 1	88	0.149	0.149	26	1	ELK3	ST3GAL4, RNASE1, CCL14, ARMCX1, SLCO2B1, SELE, LYVE1, ITM2A, ITM2B, OAT, PDK4, TSPAN7, SGK1, NYNRIN, RAB15, UNC5A, SRRM3, CRTAC1, LMO3, SHISA2, DOK6, APP, CUEDC1, AKT3, PTTG1IP, AFAP1	35	27	20	15
VBSR 1	99	0.149	0.149	28	2	SPI1, ZBED2	DNASE1L3, CCL4, SIGLEC1, BCL2A1, CCL3, IL21R, SLC2A5, CPNE5, C10orf128, PDE1B, P2RX7, CLEC2B, PHF11, TNFSF13B, EPSTI1, GPR65, IGSF6, LILRB5, SAMSN1, CTSC, RNASEH2B, CETP, CCL4L2, EVI2A, ADA, APOBEC3G, EBI3, LPAR5	35	30	20	15
VBSR 1	149	0.149	0.149	30	2	SPI1, BATF2	CHI3L1, CAPG, MYD88, TWF2, HLA-F, DOK2, TBC1D2, ALDH3B1, CARD16, MLKL, FXYD5, LILRB4, PLAUR, BIRC7, SIGLEC1, SLC15A3, GALNT6, HAPLN3, PYCARD, PSMB10, LGALS9, IL27RA, FTL, TMEM150B, SLC17A9, CTSZ, HCST, ADA, APOBEC3G, LPAR5	35	32	20	15
VBSR 1	215	0.149	0.149	48	1	SSRP1	EGFL6, PSIP1, RAB15, FAM184A, PEG10, NOL4, GNAZ, BEX1, BEST3, CACNB3, SH3BP5L, KHSRP, RNF24, ALKBH5, NUB1, HGSNAT, TULP3, SMARCD2, UBE2G2, RANGAP1, RAB11FIP4, RTN3, HNRNPUL2, CBX1, RALBP1, SRSF1, PATL1, HDGF, NCL, RNF168, LUC7L2, BAZ1B, B4GALT5, HIRA, HTATSF1, CKAP5, HNRNPM, MNS1, PSMD11, TSR1, SMURF2, MICAL2, ILF3, KHDRBS1, WASF1, RBMX, CBX2, HMGN1	35	49	20	15
VBSR 1	110	0.158	0.158	42	1	INSM1	ST3GAL4, C10orf11, SYT13, LRFN5, MPP2, CLDN9, FAM57B, MGAT5B, STXBP5L, REEP2, MARCH11, CACNA1B, C14orf132, NOVA1, SULT4A1, ENO2, RIMBP2, ATP8A2, FAM155A, CHGA, CHST8, STMN3, GPR173, SYP, FGF12, NPTX2, RPS6KL1, CDK5R2, PSD, MYT1, DCLK1, TMEM63C, DISP2, TUBB3, THEG, SLIT1, TSPYL4, TMEM57, HNRNPA3, CNPPD1, KBTBD11, RNF187	35	43	20	15
VBSR 1	161	0.158	0.158	7	2	EP300, GLI1	PDLIM2, CMTM3, TSPAN4, FABP4, FEZ1, TUBA1A, DBNDD2	35	9	20	15
VBSR 1	201	0.158	0.158	30	2	ZNF664, NF1	CDON, DCAF16, KIAA1147, ACVR1B, DNAJC14, LEO1, EIF4B, CS, SOCS7, LDOC1L, FNBP1L, YWHAG, ATXN7L3B, SRSF9, UBFD1, RLIM, INO80D, TEX2, CSNK2A1, SUDS3, OTUD3, NAF1, TOB2, NUP205, PUM1, PKP4, NUP155, NPEPPS, ZNF704, MSI2	35	32	20	15
VBSR 1	209	0.158	0.158	37	1	INSM1	C10orf11, SYT13, LRFN5, CLDN9, FAM57B, MGAT5B, STXBP5L, MARCH11, CACNA1B, NOVA1, SULT4A1, ENO2, RIMBP2, CHGA, CHST8, CHGB, STMN3, TIAM1, GPR173, SYP, FGF12, NPTX2, RPS6KL1, CDK5R2, PSD, MYT1, DCLK1, TMEM63C, TUBB3, THEG, DTNA, SLIT1, TSPYL4, TMEM57, RNF144A, CNPPD1, RNF187	35	38	20	15
VBSR 1	63	0.168	0.168	23	1	NF1	RAVER2, LMO3, KCNMA1, NRXN3, MGAT5, KIAA1147, SLC7A1, TRIM25, LDOC1L, TBC1D5, DYNLL2, UBFD1, ORMDL3, TEX2, KBTBD11, DUSP16, RCOR1, MED1, PKP4, NEK4, TRIM37, ZNF704, RASL10B	35	24	20	15
VBSR 1	117	0.168	0.168	31	1	CASZ1	CACNA2D2, RBM24, FAM161B, NNAT, RIMS4, CRMP1, PLEKHG4B, BEX2, BRSK1, RTN4RL2, USP11, PLCH2, PLEKHG5, CUEDC1, XYLT1, PER3, SPTBN4, EYA3, CLSTN2, BRD3, ZMIZ1, TUB, GPR107, CEP89, DGCR2, PLCXD3, SLC22A23, CBFA2T2, CIRBP, TRIM14, FAM129B	35	32	20	15
VBSR 1	119	0.178	0.178	10	2	ZEB2, SSRP1	LXN, LDHB, CPNE2, CORO1C, ANXA2, THBS1, NYNRIN, KIAA1211, TRAM2, B4GALT5	35	12	20	15
VBSR 1	160	0.178	0.178	25	1	SMARCC1	C10orf11, NMNAT2, TBC1D24, B3GALT5, DTNA, CLSTN2, BRD3, SOCS7, RBM15B, PRPF19, MLEC, CCDC85C, PSME3, WDR31, XPO5, FARP1, TOB2, MAP3K9, SPTLC2, RCOR1, KDM1A, ENO1, NEK4, IFT81, AHSA1	35	26	20	15
VBSR 1	68	0.188	0.188	34	2	SPI1, IRF8	TNFRSF1B, GBP2, BTN3A3, HLA-F, DOK2, OPTN, TRIM22, TMEM106A, FLT3LG, CECR1, IL4R, PYCARD, IL27RA, SAMHD1, TYMP, IL2RG, CPNE5, PHF11, TNFSF13B, EPSTI1, IGSF6, HCST, RNASEH2B, CETP, SCPEP1, MFNG, CXCL9, HLA-A, XAF1, B2M, APOBEC3G, EBI3, LPAR5, LITAF	35	36	20	15
VBSR 1	152	0.188	0.188	19	2	ELK3, ZNF653	MSR1, PAPSS2, CMKLR1, SLCO2B1, CD163, FPR3, MFSD1, MDFIC, HGF, MRC1, LIPA, LYVE1, TLR7, GPR34, OAT, SGK1, NYNRIN, C16orf45, EFNA5	35	21	20	15
VBSR 1	1	0.198	0.198	32	1	BATF2	GALM, PSMB8, IFIT3, OASL, IFI27, VMO1, EPB41L3, BIRC7, CECR1, GALNT6, TMEM102, CCL18, SIGLEC8, RAB42, DRAM1, CCL8, HMGN5, IFI44L, PSME2, WARS, VWA5A, BST2, IL4I1, APOL1, APOL2, FABP7, SCGB2A1, KRT20, FAM184A, SNAP25, WFDC2, SCG5	35	33	20	15
VBSR 1	26	0.198	0.198	31	1	ELK3	IFI27, ADPRH, SUSD5, PAPSS2, RNASE1, LGMN, CCL14, ARMCX1, TAX1BP3, FPR3, PLTP, LEPR, SELE, HGF, LYVE1, ITM2A, ITM2B, PDK4, TSPAN7, HMGN5, NOSTRIN, SIPA1L2, CYP26B1, FEZ1, NYNRIN, LMO3, KCNMA1, CACHD1, NAV2, CUEDC1, AKT3	35	32	20	15
VBSR 1	74	0.198	0.198	20	3	EP300, ELK3, GLI1	TCN2, VAMP5, FAM212A, SUSD5, PDLIM2, CMTM3, CCL14, ICAM2, ARMCX1, TSPAN4, DNAJC15, MYL12A, LMO2, SCARF1, CNRIP1, TSPAN7, MAPRE2, FEZ1, TUBA1A, DBNDD2	35	23	20	15
VBSR 1	52	0.208	0.208	14	1	ELK3	SUSD5, LGMN, TSPAN4, SLCO2B1, PLTP, SELE, LYVE1, ITM2B, TSPAN7, NAGLU, CYP26B1, FEZ1, FADS2, CACHD1	35	15	20	15
VBSR 1	157	0.208	0.208	22	2	BATF2, ZEB2	GBP2, BTN3A3, PSMB8, IFIT3, CECR1, HLA-DRA, HLA-DQB1, HLA-DOA, PLAU, EPSTI1, CTSC, SCPEP1, IFI44, GBP4, HLA-A, HLA-DRB5, RARRES3, WARS, IL18BP, VWA5A, B2M, APOL3	35	24	20	15
VBSR 1	194	0.208	0.208	20	2	ZEB2, BCL6B	LXN, PAPSS2, RNASE1, TAX1BP3, LGALS1, ENTPD1, STARD8, PECAM1, CPNE2, RASGRP3, SOCS3, CPXM1, ANXA2, ITGA5, MMP19, C16orf45, RGAG4, CACHD1, DBNDD2, PLEKHG2	35	22	20	15
VBSR 1	28	0.218	0.218	30	1	ZEB2	CHST15, SLC43A3, FAM198A, DAB2, KCTD12, RAB31, LGALS1, RBMS1, GIMAP8, FABP4, ST6GALNAC6, ENTPD1, RCBTB2, MYL12A, SPG20, SLFN11, EMILIN2, RB1, CYBRD1, ANXA6, RASA3, RASGRP3, TGFBI, CORO1C, ANXA2, SULF2, TRIM34, CDH2, PLEKHG2, ZMIZ1	35	31	20	15
VBSR 1	71	0.228	0.228	29	2	ZEB2, CASZ1	FCHSD2, ADORA3, LXN, LY96, PAPSS2, NNMT, CMKLR1, RNASE1, IFI27L2, RAB31, SH3BGRL, C3AR1, GNGT2, LEPR, MDFIC, HGF, OSTF1, MRC1, C10orf128, LIPA, TMSB4X, GPR34, CLIC2, GNG2, PRR5L, CORO1C, VWA5A, CDH2, AGPAT4	35	31	20	15
VBSR 1	85	0.228	0.228	44	2	SPI1, RFX1	FCGR3A, DOK1, CCRL2, ISG20, ANPEP, CCL4, CD300C, TYROBP, LAIR1, CASP4, SLC7A7, CCL3, TMEM150B, NAGK, LY86, GLIPR2, RNASE6, MILR1, GMFG, MS4A7, MS4A6A, CD163, C3AR1, SEMA7A, GLRX, OSTF1, P2RX7, TNFSF13B, IGSF6, CD33, LILRB5, SAMSN1, TLR7, CYSLTR1, MPEG1, CLEC4A, GLIPR1, CCL4L2, EVI2A, CCL3L3, SIGLEC7, GNG2, PRR5L, CTSB	35	46	20	15
VBSR 1	16	0.238	0.238	32	2	SPI1, ZBED2	DNASE1L3, HLA-F, CCL4, SIGLEC1, BCL2A1, HAPLN3, PSMB10, SLC17A9, IL21R, GNGT2, SLC2A5, CPNE5, MDFIC, ST6GALNAC6, C10orf128, PDE1B, CLEC2B, PHF11, TNFSF13B, EPSTI1, GPR65, LILRB5, CTSC, CETP, CCL4L2, EVI2A, ADA, GNG2, IL18BP, APOBEC3G, EBI3, LPAR5	35	34	20	15
VBSR 1	167	0.238	0.238	42	1	ZNF770	PSIP1, DNAJC6, FAM184A, SLC36A4, SLC38A1, GNAZ, NRXN3, KIAA1211, CHN2, MGAT5, FAM168B, CHAMP1, CYSLTR2, LSM14A, CRKL, UBXN2B, ABHD2, PHF10, CNPPD1, FAM53C, KBTBD11, HNRNPF, DUSP16, C21orf33, HNRNPH3, MFAP1, ANP32A, FUS, TAF15, DKC1, HNRNPA1, PTPN11, AHCTF1, MICAL2, KHDRBS1, CCT7, TAPT1, CCT6A, RPL30, CCNJ, HMGB3, ULK2	35	43	20	15
VBSR 1	7	0.248	0.248	29	1	SSRP1	EGFL6, SCNN1A, NRXN3, NPTX1, APP, CACNB3, CDH24, SH3BP5L, ALKBH5, TRAM2, RAB11FIP4, RTN3, HNRNPUL2, SRSF1, PATL1, TP53I11, B4GALT5, HIRA, HTATSF1, DKC1, HNRNPM, PSMD11, MICAL2, WASF1, RPL30, HMGB3, RBMX, TMEM97, CBX2	35	30	20	15
VBSR 1	73	0.248	0.248	102	1	SSRP1	S100A11, NMNAT2, PSIP1, RAB39A, PRPH, LRTM2, RAB15, MARCH11, FAM184A, SRRM3, PEG10, INA, TMEM179, RUNDC3A, NOL4, SYT4, UNC13A, GNAZ, BEX1, BACE1, SCNN1A, ATP8A2, SHISA2, NRXN3, CHGA, SCG3, AP3B2, TBC1D24, MAST1, CHGB, SNAP25, SYN1, SYNGR4, KIAA1211, BEST3, PSD, EFNA5, CNIH2, CACNB3, DISP2, B3GALT5, CHN2, CDH24, DTNA, SH3BP5L, NT5DC3, KHSRP, RNF24, ALKBH5, C22orf46, NUB1, YWHAG, HGSNAT, TULP3, SMARCD2, UBE2G2, RANGAP1, RAB11FIP4, RTN3, HNRNPUL2, AP2B1, CBX1, PPME1, EIF3CL, RNF187, XPO5, PATL1, FARP1, TP53I11, HDGF, NCL, RNF168, BAZ1B, FUS, SF3B3, B4GALT5, HIRA, DKC1, SMC1A, CKAP5, HNRNPA1, HNRNPM, ENO1, EIF2D, MNS1, PSMD11, SMURF2, PLCB4, MICAL2, KHDRBS1, TRAF3IP1, WASF1, CCT6A, RPL30, HMGB3, APEX1, AHSA1, TMEM97, CBX2, ULK2, CCT8, HMGN1	35	103	20	15
VBSR 1	130	0.248	0.248	14	2	CASZ1, ZNF664	IFFO2, BRD3, DNAJC14, LEO1, DCAF7, USP22, FNBP1L, RBM15B, TSTD2, GANAB, MLEC, STK35, CBFA2T2, FARP1	35	16	20	15
VBSR 1	31	0.257	0.257	9	2	EP300, GLI1	PDLIM2, CMTM3, TSPAN4, CNRIP1, MMP19, RBM24, TUBA1A, DBNDD2, SLC12A4	35	11	20	15
VBSR 1	132	0.257	0.257	36	1	NKX2-1	NMNAT2, RAB39A, PRPH, LRTM2, FAM57B, APLP1, MAP7D2, SRRM3, INA, NOVA1, TMEM179, RUNDC3A, SEZ6, CELF4, SYT4, TMEM145, UNC13A, PCBP3, ATP8A2, SHISA2, SCG3, KCNH6, MAST1, BRSK1, SNAP25, SYN1, FSTL4, SYNGR4, GGT7, CNIH2, SCG5, IL17RB, CDH24, PTTG1IP, NPLOC4, HMGN1	35	37	20	15
VBSR 1	151	0.257	0.257	41	1	NKX2-1	RAB39A, PRPH, LRTM2, APLP1, MAP7D2, DNER, MARCH11, SRRM3, INA, NOVA1, TMEM179, RUNDC3A, CELF4, TMEM145, UNC13A, PCBP3, BEX1, ATP8A2, SCG3, AP3B2, KCNH6, MAST1, CHST8, CHGB, SNAP25, SYN1, SYP, FGF12, CDK5R2, CNIH2, TMEM63C, SCG5, DISP2, CDC25B, CDH24, PI15, CLCN4, RNF187, NPLOC4, RASL10B, HMGN1	35	42	20	15
VBSR 1	122	0.277	0.277	21	1	BATF2	GALM, OASL, IFI27, HS3ST2, EPB41L3, BIRC7, TMEM102, CCL18, CCL8, HMGN5, CXCL9, WARS, IL4I1, APOL1, APOL2, NOSTRIN, SCGB2A1, KRT20, WFDC2, STRA6, NUB1	35	22	20	15
VBSR 1	196	0.277	0.277	18	1	IRF8	OPTN, CECR1, SAMHD1, TYMP, FAS, GPR183, CETP, HLA-A, DUSP5, CD44, TRIM21, PSME1, XAF1, LPXN, LITAF, ABCA5, ANO9, TERF2IP	35	19	20	15
VBSR 1	57	0.287	0.287	10	2	SPI1, BCL6B	RNASE1, TAX1BP3, STARD8, PECAM1, CPNE2, ITGA5, MMP19, RGAG4, DBNDD2, TRAM2	35	12	20	15
VBSR 1	169	0.287	0.287	18	1	ELK3	TCN2, CD40, FAM198A, SUSD5, CCL14, ARMCX1, TAX1BP3, PLTP, LGALS1, LEPR, SELE, CPA3, ITM2A, PDK4, TSPAN7, CYP26B1, CUEDC1, AKT3	35	19	20	15
VBSR 1	176	0.287	0.287	25	2	IRF8, ZNF664	DNASE1L3, HLA-F, DOK2, OPTN, RAB4B, FLT3LG, SAMHD1, TYMP, IL2RG, IL21R, HLA-DMB, CPNE5, FAS, PHF11, TNFSF13B, GPR65, HCST, CETP, MFNG, TRIM21, PSME1, XAF1, APOBEC3G, LPXN, LPAR5	35	27	20	15
