gene-name	is-regulator	avg-all	avg-nonresp	avg-respond	avg-diff	t-pval	t-stat	wilcox-pval	wilcox-stat	num-repeats-all	num-repeats-nonresp	num-repeats-respond
CECR1	0	2.69	2.76	2.81	-0.0503	0.913	-0.111	0.805	142	2	1	1
TWF2	0	4.49	4.46	4.43	0.0215	0.915	0.107	0.882	145	2	1	1
VWA5A	0	1.12	1.17	1.2	-0.0278	0.915	-0.107	0.777	141	2	2	1
APOE	0	7.52	7.27	7.33	-0.0616	0.917	-0.105	0.805	142	2	1	1
IFI27L2	0	2.8	2.75	2.79	-0.0425	0.924	-0.0963	0.438	126	2	1	1
ACP5	0	4.21	4.18	4.24	-0.0601	0.938	-0.0788	0.681	137	2	1	1
EPSTI1	0	1.81	1.82	1.8	0.0205	0.944	0.0706	0.73	139	2	1	1
ORAI1	0	3	3.06	3.07	-0.0152	0.944	-0.0716	0.856	144	1	1	1
GPR65	0	0.775	0.825	0.808	0.0167	0.948	0.0653	1	150	1	1	1
CLEC4A	0	1.5	1.48	1.5	-0.023	0.95	-0.0634	0.882	155	2	1	1
CETP	0	1.18	1.15	1.17	-0.0153	0.957	-0.054	0.542	131	1	1	1
GAS7	0	1.23	1.31	1.32	-0.0119	0.964	-0.0455	0.987	149	2	1	1
BCAT1	0	1.04	1.01	1.02	-0.013	0.965	-0.0439	0.414	125	2	2	1
NNMT	0	3.63	3.53	3.55	-0.0198	0.97	-0.0382	0.777	141	2	2	1
SLC2A5	0	0.784	0.737	0.744	-0.00756	0.976	-0.0306	0.633	165	2	1	1
SLCO2B1	0	2.85	2.76	2.75	0.00913	0.98	0.0249	0.934	153	2	1	1
POU3F2	1	0.149	0.0416	0.0419	-0.000371	0.981	-0.0241	0.516	170	3	1	2
IFI30	0	6.16	6.04	6.03	0.00875	0.985	0.0186	0.882	155	2	1	1
CD68	0	5.14	4.95	4.94	0.00724	0.988	0.0148	0.908	146	2	1	1
STAB1	0	2.86	2.75	2.75	-0.00245	0.994	-0.00761	0.831	143	2	1	1
HEXA	0	3.4	3.35	3.35	0.00254	0.994	0.00695	0.805	158	2	1	1
MDFIC	0	2.11	2.37	2.37	0.00247	0.995	0.00673	0.479	128	2	1	1
CPXM1	0	2.08	2	2	0.000737	0.998	0.0023	1	150	2	1	1
BLVRA	0	4.84	5.01	5.01	0.000744	0.998	0.00289	0.882	145	2	1	1
CASP1	0	2.06	2.11	2.11	0.000549	0.999	0.00129	0.934	153	2	1	1
